Timestamp,Supply_temperature_setpoint,System_supply_temperature,System_Power,Return_Temperature
2013-11-19 00:00:00,0.0,41.74666666666667,0.0,38.991666666666674
2013-11-19 01:00:00,0.0,39.091666666666676,0.0,36.84833333333334
2013-11-19 02:00:00,0.0,36.778333333333336,0.0,35.01
2013-11-19 03:00:00,73.38333333333334,59.17999999999998,34.6,50.84166666666666
2013-11-19 04:00:00,70.91666666666667,73.76666666666667,28.75,66.66666666666667
2013-11-19 05:00:00,77.75,72.86333333333333,38.63333333333333,59.34333333333333
2013-11-19 06:00:00,75.16666666666667,83.93166666666669,3.1,69.16999999999999
2013-11-19 07:00:00,75.0,77.88499999999999,3.5,65.465
2013-11-19 08:00:00,76.41666666666667,72.74666666666667,13.516666666666667,49.64166666666668
2013-11-19 09:00:00,75.0,76.18833333333333,0.0,54.51833333333333
2013-11-19 10:00:00,75.0,77.3766666666667,4.666666666666667,50.55833333333333
2013-11-19 11:00:00,76.25,65.42666666666665,17.183333333333334,44.77166666666668
2013-11-19 12:00:00,59.6,56.20333333333328,17.816666666666666,47.349999999999945
2013-11-19 13:00:00,42.0,36.59999999999996,0.0,28.099999999999973
2013-11-19 14:00:00,42.0,36.59999999999996,0.0,28.099999999999973
2013-11-19 15:00:00,42.0,36.59999999999996,0.0,28.099999999999973
2013-11-19 16:00:00,42.0,36.59999999999996,0.0,28.099999999999973
2013-11-19 17:00:00,41.6,39.41833333333333,1.75,34.76833333333334
2013-11-19 18:00:00,36.03333333333333,38.416666666666664,4.083333333333333,34.70000000000001
2013-11-19 19:00:00,62.15,61.91666666666666,47.916666666666664,56.023333333333305
2013-11-19 20:00:00,31.1,60.65666666666668,6.45,48.338333333333324
2013-11-19 21:00:00,0.0,54.39833333333334,0.0,47.92833333333332
2013-11-19 22:00:00,0.0,49.20666666666666,0.0,44.79833333333335
2013-11-19 23:00:00,0.0,45.45333333333334,0.0,41.80833333333332
2013-11-20 00:00:00,0.0,42.21833333333334,0.0,39.191666666666656
2013-11-20 01:00:00,0.0,39.456666666666656,0.0,36.986666666666665
2013-11-20 02:00:00,0.0,37.05666666666666,0.0,35.073333333333345
2013-11-20 03:00:00,72.81666666666666,59.50666666666666,33.61666666666667,52.638333333333335
2013-11-20 04:00:00,67.98333333333333,74.58833333333334,30.616666666666667,66.99666666666667
2013-11-20 05:00:00,64.75,69.39666666666668,37.61666666666667,63.48166666666667
2013-11-20 06:00:00,73.33333333333333,71.95166666666667,21.166666666666668,57.72166666666667
2013-11-20 07:00:00,75.0,75.16166666666668,8.166666666666666,54.04166666666665
2013-11-20 08:00:00,76.08333333333333,74.91333333333334,15.95,51.94333333333334
2013-11-20 09:00:00,75.0,73.79,5.25,46.305000000000014
2013-11-20 10:00:00,75.0,74.40666666666668,7.583333333333333,40.4
